image,name,category,location,color,size,amount,comments,claimed,hidden
"('src', 'https://drive.google.com/thumbnail?id=1RKZnvu7NNwdCZUKg3Yq7FDyE8oNFDrsP&sz=w200-h200')",Oil base sticks G1,Make-up,38 - Make-up drawer 1 - Make-up base,G1,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1YlOaLjHcWXLT_j86g2NS1fkWgDKydOhY&sz=w200-h200')",Setting powder,Make-up,38 - Make-up drawer 1 - Make-up base,Translucent ,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1A4FIrdkf-AtpbrweWJ3mXos-qp8-2ADN&sz=w200-h200')",Bronzing and pink box,Make-up,38 - Make-up drawer 1 - Make-up base,,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1uCKZEPo4-CRF6LfXGPO53gb0Igx8eX6R&sz=w200-h200')",Headbands,Make-up,38 - Make-up drawer 1 - Make-up base,,,9,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1EYVmlZBzQf-q1lLRNu4sbkCf1aOyuFfD&sz=w200-h200')",Orange blush,Make-up,38 - Make-up drawer 1 - Make-up base,Orange,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1HY0B_wmmKQnPCZTSULWcLClRS0skniAM&sz=w200-h200')",Red blush,Make-up,38 - Make-up drawer 1 - Make-up base,Red,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1_8bZJFOPKob7ZF11bBoAhCNrd2-dArLL&sz=w200-h200')",Lipstick towers,Make-up,38 - Make-up drawer 1 - Make-up base,,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1xY5LQf2weYaJOji_xoOp5-UfymseRvFk&sz=w200-h200')",Eyebrow pencils,Make-up,38 - Make-up drawer 1 - Make-up base,Multi,,8,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1QEVm_jjH0qRNSEaiLfK3hekc4bHexDph&sz=w200-h200')",Pencil sharpeners ,Make-up,38 - Make-up drawer 1 - Make-up base,,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1D4Jx8P_KG3qC9V1I5eUPie4p2pZCZiuI&sz=w200-h200')",Oil base palette several skin colors,Make-up,38 - Make-up drawer 1 - Make-up base,Multi,,6,"Colors: G3, R1, W2, W4, and 2 semi-darker but no marking telling us which colors they are",None,0
"('src', 'https://drive.google.com/thumbnail?id=1i2tpBG1tLpSya1j9jLQ0OUxcodpptQt8&sz=w200-h200')",Kohl pencil white,Make-up,38 - Make-up drawer 1 - Make-up base,White,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1bqzdQaIrdXjH7W26gNQ_bW77BWISaQmz&sz=w200-h200')",Kohl pencil grey,Make-up,38 - Make-up drawer 1 - Make-up base,Grey,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=18y5_eVtYrmeSsuUx6Q0X2vNFt8HmJDy6&sz=w200-h200')",Kohl pencil green,Make-up,38 - Make-up drawer 1 - Make-up base,Green,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1A_7fyIACBx46wZFFOcGAOIpb5URycVTP&sz=w200-h200')",Kohl pencil brown,Make-up,38 - Make-up drawer 1 - Make-up base,Brown,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1m81PEG6IIW5kXyIts_MJKNPxIlcv9daX&sz=w200-h200')",Kohl pencil black,Make-up,38 - Make-up drawer 1 - Make-up base,Black,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1LuJG_VCRqO2Cp0BM2TOtokJDe5oslMCJ&sz=w200-h200')",Lipliner pencil red,Make-up,38 - Make-up drawer 1 - Make-up base,Red,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Sn7VWFp5zs86t_YhmYF4sYfXA4rpCkDP&sz=w200-h200')",Liquid eyeliner black,Make-up,38 - Make-up drawer 1 - Make-up base,Black,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Nn68P0EepT_xfcr5V45pKpSRaRKyvDcX&sz=w200-h200')",Eyeliner pen black (liquid tip),Make-up,38 - Make-up drawer 1 - Make-up base,Black,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1J1Gq3y-9Be3V8gFhGkLDD__aOtUZcpTV&sz=w200-h200')",Eyeliner pen brown (liquid tip),Make-up,38 - Make-up drawer 1 - Make-up base,Brown,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1x1hLPIhNZRx-UCS5n_hU9uM1jA1PGxER&sz=w200-h200')",Eyeliner pencil black,Make-up,38 - Make-up drawer 1 - Make-up base,Black,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1oD4k2Dld8YcGAskvzTkcSQS1JWjBHe8z&sz=w200-h200')",Eyeliner pencil brown,Make-up,38 - Make-up drawer 1 - Make-up base,Brown,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1lQgkLbCqbKbiYYQ-a56aXR8s50ZPpPdW&sz=w200-h200')",Eyeliner jar black,Make-up,38 - Make-up drawer 1 - Make-up base,Black,,6,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1dZfNJukKKvx5mjLnA1wyAGZNCmsSxfSx&sz=w200-h200')",Bronzing Miss Helen,Make-up,38 - Make-up drawer 1 - Make-up base,Multi,,6,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1yVU4aGWlF2W8vOMinIoV2r5c6__n1mo_&sz=w200-h200')",apron,Aprons,1 - Profession specific props,black,,1,has a white logo on it,None,0
"('src', 'https://drive.google.com/thumbnail?id=1JvsTX-TfNT5bdtNwhY0UW-gw37u80QTp&sz=w200-h200')",White fans,Handheld,1 - Profession specific props,White,Small,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1jlJz27E5j48dPKIsk6pByWJKqptWDhbi&sz=w200-h200')",Cigarette holder,Handheld,1 - Profession specific props,Black,Long,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1gaBG0PJdUwJL1wk6-M8lE3P6zAArDnHb&sz=w200-h200')",Stethoscope,head_other,1 - Profession specific props,Black Grey Silver,,1,Made of plastic,None,0
"('src', 'https://drive.google.com/thumbnail?id=1qcM2BRO9EMN2NJUYzbSu7uq4YDbfjPc5&sz=w200-h200')",shaving blade,Handheld,1 - Profession specific props,,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1w51pKbUdGpTceIcjJdqN7HPOWwh3WxsD&sz=w200-h200')",Head mirror (doctor),head_other,1 - Profession specific props,Silver,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1gfITAXrE_4BnOpipP85nKdqekplHlwhy&sz=w200-h200')",bretels (sparkly),Accessories (belts etc.),2 - below the waist accessories,silver,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=&sz=w200-h200')",,,,,,,,,
"('src', 'https://drive.google.com/thumbnail?id=1rK0yPy5dhFo6RuSmu6i6Dpr5HoqoR6Gv&sz=w200-h200')",Leather belt (knotted),Accessories (belts etc.),2 - below the waist accessories,Dark brown,,,You have to knot it,None,0
"('src', 'https://drive.google.com/thumbnail?id=15vm1fFEBWwBRVr2yPfs7636X1V4KDaxC&sz=w200-h200')",belt (fabric),Accessories (belts etc.),2 - below the waist accessories,black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1W7X50fJZ-_uhEJSi3J7JIAGAiaCApWCY&sz=w200-h200')",Black leather belt,Accessories (belts etc.),2 - below the waist accessories,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1dcz245y0cjA11ITnkAF-C9AWk7ddS4CP&sz=w200-h200')",Dark brown leather belt,Accessories (belts etc.),All,Dark Brown gold,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1gDqQS6WcefYCaf8AnccveaYoMJNkLruK&sz=w200-h200')",tights matt,Tights,2 - below the waist accessories,matt,M,5,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1CmDwYEUKPTuEuHknhgniTKjWGUfz-yXL&sz=w200-h200')",Thin leather belt,Accessories (belts etc.),2 - below the waist accessories,Brown,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1vuDDntMHYfNkLVFw9TCMlAYsGLLOHfsZ&sz=w200-h200')",tights fishnet,Tights,2 - below the waist accessories,black,S/M,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1N55WvioysKHzLTtIXCMth_NvKYsa2Gwu&sz=w200-h200')",Black garter,Accessories (belts etc.),All,Black,,,What people put around their leg at weddings so their partner can pull it of with their teeth,None,0
"('src', 'https://drive.google.com/thumbnail?id=11pcQ0iQL2RVXrsKcPPbGjXDP6HbFRTjM&sz=w200-h200')",tights mousse,Tights,2 - below the waist accessories,navy,40-44,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=&sz=w200-h200')",,,,,,,,,
"('src', 'https://drive.google.com/thumbnail?id=1B6jEkSB-KjuQN6PxcBmTuKX8zoSPJFt_&sz=w200-h200')",Maleficent horns,head_other,3 - face accessories,Black sparkly,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1eD9XInwTUgHkYf33_sAF62794iLRbjtw&sz=w200-h200')",Headband with bow,head_other,All,Light blue,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=17mhx_9ANTQuPwZ7OPAm3UV2dUTKYdVnQ&sz=w200-h200')",carnaval masks,Mask,3 - face accessories,"black, white, pink, red",,4,only the pink one still has binds,None,0
"('src', 'https://drive.google.com/thumbnail?id=1xpjrkp3l1TGFdpgfHlTCfBJi8u5I9vyx&sz=w200-h200')",Black lace veil keffiyeh headdress,head_other,3 - face accessories,Black,,,The name has aliexpress vibes,None,0
"('src', 'https://drive.google.com/thumbnail?id=1YIchimWn7fnxKChfcjL0qwOFygyjmHem&sz=w200-h200')",mask,Mask,3 - face accessories,gold,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1PeIVP0_NFM_s7YKXJyxOPtzobQLBU3mL&sz=w200-h200')",checkered headband,head_other,3 - face accessories,red/white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1NMpwaJBdO75x4PaeSJcDYZkloEormQMt&sz=w200-h200')",Dark sunglasses ,Glasses,3 - face accessories,Black,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1j1-SqHo0FZPBBQsHZE5C9ehVeGPZg7mV&sz=w200-h200')",3D glasses without glass,Glasses,3 - face accessories,Black,,18,A few different types but all alike,None,0
"('src', 'https://drive.google.com/thumbnail?id=1cbsuhl1fTLv72Ee1eb9lI094OwBbGzHb&sz=w200-h200')",pirate eye patch,Prosthetics ,3 - face accessories,black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1L6wOxjE9tirfNF8TmXrzZ8Din3q8Z9gq&sz=w200-h200')",clip earring,head_other,3 - face accessories,gold&black,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1eEE4QTtLv_jabaK8BD9locfGfl8mnw8f&sz=w200-h200')",Round glasses thick glass,Glasses,3 - face accessories,Black ,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1HGNsvH3W9CsWHh5I_pqGB5Th5IVhuYEc&sz=w200-h200')",headband,head_other,3 - face accessories,white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1r_wqTOIRD98VofEncWTdw6MGy0buYoVX&sz=w200-h200')",Blue sunglasses ,Glasses,3 - face accessories,Blue,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Gzw40ZJl9erdJJkwvkTzSBOyAboHJcr5&sz=w200-h200')",Round old man glasses,Glasses,3 - face accessories,Gold,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1i9KDj9wEkRzvx7obgtRCcRMEs_0QJdgM&sz=w200-h200')",carnaval masks,Mask,3 - face accessories,black / red,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=15DexQjoQGy3vpSn6u-PqhoXGsRBLt027&sz=w200-h200')",Glasses,Glasses,3 - face accessories,Brown,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1uMVe10XcmaYQCocCcucGtP1wqgq5SK1C&sz=w200-h200')",Maid bonnets,head_other,3 - face accessories,White,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1kzv5Xy2KgcIOJ1dLZ5I8cVtk1-zw-MY8&sz=w200-h200')",3D glasses,Glasses,3 - face accessories,Yellow ,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1HoYtYIm7EuuQAb-q9-aHLaFfW4v9VGKn&sz=w200-h200')",Flower butterfly shawl,Accessories (belts etc.),All,Pink purple white,,,Very beautiful,None,0
"('src', 'https://drive.google.com/thumbnail?id=1_uvWwWJE1-cgSFDRsiuFiKwlRZoeHkzZ&sz=w200-h200')",Blue grey polka dot shawl,Accessories (belts etc.),4 - Neck accessories,Blue grey white,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1198tQ_PPPpR32x99I845iomr9uZFJ7s2&sz=w200-h200')",Green yellow blue flora shawl,Accessories (belts etc.),All,Green yellow blue white grey,Large,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1kAJAfgP78pIGjX-Z2RIxXYa8hkIMiOrS&sz=w200-h200')",Greyish pink half bandana,Accessories (belts etc.),4 - Neck accessories,Greyish pink white,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=&sz=w200-h200')",,,,,,,,,
"('src', 'https://drive.google.com/thumbnail?id=1VFAQbNCjltGSCyA-FA-gdPBY-GXVXtFB&sz=w200-h200')",Striped grey tie,Accessories (belts etc.),4 - Neck accessories,Grey and white stripes,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=146k48YLDba9snvfOQ58JA666ibUaZu8N&sz=w200-h200')",Glossy purle tie,Accessories (belts etc.),4 - Neck accessories,Purple,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Lc7ykNkKyOR6htZug0omvLP-4J7qyF_F&sz=w200-h200')",Jabot (old fancy collar),Accessories (belts etc.),4 - Neck accessories,White,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Plocl7uDGevvMpVhlNjWtOekS83lPEwI&sz=w200-h200')",Light grey tie,Accessories (belts etc.),4 - Neck accessories,Light grey,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1sUY1N3zRbFq0ZjyowaxDBb5Y8_yVENhr&sz=w200-h200')",Putple tie,Outer wear (coats etc.),4 - Neck accessories,Purple ,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Kj3-HPiK9sUkkbGiUb4mEnX1mv8PQhOt&sz=w200-h200')",Cute green fleece scatf,Accessories (belts etc.),4 - Neck accessories,Green,Smol,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1lkkN_aDqSaYt_3lTJDCLfGO-6ZW3_0at&sz=w200-h200')",Black and grey blocked tie,Accessories (belts etc.),4 - Neck accessories,Grey and black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1X-is2dmzcZLEwry9XItC0TE2b2gGq5NL&sz=w200-h200')",Black tie,Accessories (belts etc.),4 - Neck accessories,Black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=15uK5xz2lPAJSs4g2r6pzULzFX752NSKr&sz=w200-h200')",Red and blue striped tie,Accessories (belts etc.),4 - Neck accessories,Red and blue,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1IT4MsPBBLmFe5OfDJP5aICPHJDWqcCGw&sz=w200-h200')",black permanent marker,Writing,6 - Writing tools,black,,21,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1OQJ34mp0rnfWdFB5JWOL4wy0_vBx_vqM&sz=w200-h200')",Blue airplane tie,Accessories (belts etc.),4 - Neck accessories,Blue,,1,With blue stripes and airplanes,None,0
"('src', 'https://drive.google.com/thumbnail?id=1syO4yOOV5axXGYEM7AS1yZ8swBHuNAfo&sz=w200-h200')",Victorian plaid bow tie (ugly),Accessories (belts etc.),All,Grey brown,,,Very ugly,None,0
"('src', 'https://drive.google.com/thumbnail?id=1PXUcxMEIFzigkNYQptxNKQhvAeFPqnO9&sz=w200-h200')",red permanent marker,Writing,6 - Writing tools,red,,18,,None,0
"('src', 'https://drive.google.com/thumbnail?id=110v2mFvNmk_l_7STk7_IC8Dlj-yE2guF&sz=w200-h200')",Blocked blue tie,Accessories (belts etc.),4 - Neck accessories,Blue,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1jggrIdSXorImBgNH5_tEkqla89J95V94&sz=w200-h200')",Victorian bow tie grey black,Accessories (belts etc.),4 - Neck accessories,Grey Black,,,The doggo is very cute,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ypUesouUiaINK7tun3OcCZBvLyY-q7J8&sz=w200-h200')",Patterned tie,Accessories (belts etc.),4 - Neck accessories,Blue and rose-gold,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1A0XlB7O7WxJl35-TnD2rf5-MVSkLheBa&sz=w200-h200')",Connexxion tie,Accessories (belts etc.),4 - Neck accessories,Gold and blue,,1,Has subtle connexxion logo on the bottom part,None,0
"('src', 'https://drive.google.com/thumbnail?id=19qlYB0McfzoSnDLPOc2Iy_SfX3JAIiS1&sz=w200-h200')",Gold glitter bow-tie,Accessories (belts etc.),4 - Neck accessories,Gold,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1FBbnpRAUQXTS6n-6mZZpt0dqy1XLXqsA&sz=w200-h200')",blue permanent marker ,Writing,6 - Writing tools,blue,,24,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1G2PhMlpeQLfIxbe-hdOu5cuZQX2-cBNO&sz=w200-h200')",Blingbling new york NY necklace ,Accessories (belts etc.),4 - Neck accessories,Silver ,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1fkIEH6wEwejohmaXvGPmrpVeY8clf5K5&sz=w200-h200')",green permanent marker ,Writing,6 - Writing tools,green,,23,,None,0
"('src', 'https://drive.google.com/thumbnail?id=18PrGMgJvXwv_rRFOUbV_4iDAVRIf7H5M&sz=w200-h200')",Grey scarc,Accessories (belts etc.),All,Grey,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1UH3rG0j0CP5ckJN4BxijIMordQfP9ggy&sz=w200-h200')",Gold chain necklace ,Accessories (belts etc.),4 - Neck accessories,Gold,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ep-YOwiVyRsZI5aTl6rLlJ0rHihFBhw2&sz=w200-h200')",pencils,Writing,6 - Writing tools,grey,,25,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1swycI6Z6vAYv41CGLlADpoXEtVupzLfv&sz=w200-h200')",White neck tie,Accessories (belts etc.),4 - Neck accessories,White,Large,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1BlvAdFRQzuglg1aRDbPIV_6c6osLfWxo&sz=w200-h200')",Pink neck tie,Accessories (belts etc.),4 - Neck accessories,Pink,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1VdxZgdLqwy3hwpyNrKtbVyQ5_WE6HnJq&sz=w200-h200')",coloured pencil packs,Writing,6 - Writing tools,many,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ihyrzj27wx-990sVshjOaJWfqTatwJRY&sz=w200-h200')",Blue neck tie,Accessories (belts etc.),4 - Neck accessories,Baby-blue,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1UQ2X20QWdCxvNfNTnZQxr7O82kJkQZyP&sz=w200-h200')",unopened permanent markers,Writing,6 - Writing tools,black,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1v50tmk8oX20ecNH_boCNTEc1n1qpXgEC&sz=w200-h200')",Long black striped shawl,Accessories (belts etc.),All,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1bmuOjE2lUE0JBO-PqB_85PV1F9LoAIII&sz=w200-h200')",ballpoints,Writing,6 - Writing tools,blue/black,,14,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1sIGFlJgp0X402xVevh3gXq2mvCnr2Kjc&sz=w200-h200')",Lace neck piece,Accessories (belts etc.),4 - Neck accessories,White,,1,Grandma flower lace neck piece ,None,0
"('src', 'https://drive.google.com/thumbnail?id=1AGqB7il1TVbTP8HSAeP_VRdxqUzlInrs&sz=w200-h200')",small permanent marker ,Writing,6 - Writing tools,black,1&2 mm,12,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1NQRpIGByepMxehkJm5qGwNlSDq-SDVjR&sz=w200-h200')",Thicc black leather belt,Accessories (belts etc.),2 - below the waist accessories,Black,,,Thicc boi,None,0
"('src', 'https://drive.google.com/thumbnail?id=1SweV0iTxrYmSGM9jN3X-wIrpTTXH4RI3&sz=w200-h200')",Black feather boa,Accessories (belts etc.),4 - Neck accessories,Black,,1,Is loosing feathers so keep in bag,None,0
"('src', 'https://drive.google.com/thumbnail?id=1te9e0GsBNL3XZaOqnvUtkcdZ_zEw3ICF&sz=w200-h200')",black whiteboard markers,Writing,6 - Writing tools,black,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ITssBo-JE75rsDHO8hvHOOQn3GUAHG0Q&sz=w200-h200')",green whiteboard marker ,Writing,6 - Writing tools,green,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1smJQBAEGngcYRBNt-26EDklKBZ5JB9qa&sz=w200-h200')",marker,Writing,6 - Writing tools,black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1S319KEUhE-B-NoPN7nlTLnmAwqYUYYVV&sz=w200-h200')",blackboard chalk pack,Writing,6 - Writing tools,white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1iHnFXmGOWTv4xN9Sis5o8sRiTZVyO6Hf&sz=w200-h200')",Big metal armbands,Accessories (belts etc.),5 - Arm accessories,Silver,,3,Two small and one large band,None,0
"('src', 'https://drive.google.com/thumbnail?id=1RNzGZhbytP3WKq7ortkPddf8pHPESwK8&sz=w200-h200')",Small pink watch,Accessories (belts etc.),5 - Arm accessories,Pink,,1,Scratched,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Od3NHUPjwFvEYPrQhIdIyzgpQi3EWMZy&sz=w200-h200')",Black Lace gloves,Gloves,All,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1lKYvJwXCdBWN0feJYGlPYcU6NKJGCS4Q&sz=w200-h200')",Watch,Accessories (belts etc.),5 - Arm accessories,Silver,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=17LqT26ZQY7hIu2nbAWxrYoJk2kJAHMBp&sz=w200-h200')",Long red gloves,Gloves,5 - Arm accessories,Red,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1MQZTz_aelMJSGQSlqykwMhEx72GqQEtV&sz=w200-h200')",Long red gloves,Gloves,5 - Arm accessories,Red,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Cxmp4aTufCNqCRkkYSzh8maJCwKR8q_v&sz=w200-h200')",Hook,Accessories (belts etc.),5 - Arm accessories,Gold,,1,Hook has a small ring on it,None,0
"('src', 'https://drive.google.com/thumbnail?id=1McSJ8MtjPKyNgrvnHGQK_oDeMQcwUNaW&sz=w200-h200')",Big ring,Accessories (belts etc.),5 - Arm accessories,Silver copper,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1PRIAlvnTwAfX8RbJtqPY6WgbdFxl0HeV&sz=w200-h200')",Red fleece long glove,Gloves,5 - Arm accessories,Red,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1akR0zO-U780njHV8KmG1noMYyOz30bak&sz=w200-h200')",Ring,Accessories (belts etc.),5 - Arm accessories,Silver,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1zGb61IQ16h9gk_RfSPAK_tgsToqHUnX1&sz=w200-h200')",Black long glove,Gloves,5 - Arm accessories,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Vf0k3lIQ1D3sdDqe4h8sef40n4KOLOUO&sz=w200-h200')",Black fleece long glove,All,All,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Yj-3DDZvd1cWS-cWpBIV8AQv0KyyocML&sz=w200-h200')",Ring boxes,Handheld,5 - Arm accessories,Black,,7,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1DicYQrLj1pMi04o2PZ6K6d4aVZfquCEG&sz=w200-h200')",megaphone,Handheld,21 - Electronic props,red&creme,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1a9lg-5XoMWmJiRMxmWI34FJF1exL46Oc&sz=w200-h200')",wired phones,Stationary/office,21 - Electronic props,grey & black,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1VBHX4C-gnnclmoJlviubI8xI3a8oF3HS&sz=w200-h200')",Flower headbands,head_other,3 - face accessories,,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1JPgwbSdw-S0x72U90yykT5G00SNs4B5K&sz=w200-h200')",old mobile phone,Handheld,21 - Electronic props,silver,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=13GnFqiA1GAgqpFpgncHVwVJ80cyjce60&sz=w200-h200')",boombox,electronics ,21 - Electronic props,brown,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1zPJeMIK-yIi1s9f0Rm7I55u20zEqXtc9&sz=w200-h200')",Hand cuffs,Other,1 - Profession specific props,Metal,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1b25W8k9-bIEVUGf4Nw_KaQ-jKfa6gZA5&sz=w200-h200')",Leather toolbelt,Accessories (belts etc.),2 - below the waist accessories,Yellow,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1a8D9R-Wnw_7IFvOH3Eo7e4nLP4gKfzFW&sz=w200-h200')",old laptops ,electronics ,21 - Electronic props,black & silver,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1XpvcOfZq8Q6t7oTq9swmRSrthN5pscrR&sz=w200-h200')",keyboard,Stationary/office,21 - Electronic props,black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1g9ObtjQ5wC59WgnUslkK53lxcFGbzqmn&sz=w200-h200')",old camera,electronics ,21 - Electronic props,black/brown,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1sr7yFe8KuJPHb9qzd2Rhi4PXX2ekeapL&sz=w200-h200')",computer mouse,electronics ,21 - Electronic props,black/grey,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Izst-ggyHh6AYh47Rw94L9luJD2ZyU9r&sz=w200-h200')",remote,electronics ,21 - Electronic props,black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1q8SpJlYpNFnEas-omZk0eYgyhjLaV1DR&sz=w200-h200')",led’s & nuts,electronics ,21 - Electronic props,white & silver,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1XoTqaZipE5iD_IghrLV14A8lGQiEs_NZ&sz=w200-h200')",Police toolbelts,Accessories (belts etc.),1 - Profession specific props,Black,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1e0ZtEbFpXYmvkvX-NlK0ISognxelR1qY&sz=w200-h200')",Police FBI badge & ID,Handheld,1 - Profession specific props,,,,Slam it on the table with your gun,None,0
"('src', 'https://drive.google.com/thumbnail?id=16EnUt60aC4TFNVK10I-nOXoop3fnwoSJ&sz=w200-h200')",Colorful floral hippie tie for lazy people,Accessories (belts etc.),4 - Neck accessories,Black pink orange white yellow green,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1I8QY76lYt51yMYDKwvCLJk6CUyP63p4y&sz=w200-h200')",oil lantern,Handheld,32 - Misc. props,silver/rust,,1,,InterNEST,0
"('src', 'https://drive.google.com/thumbnail?id=18Ycgb3kjQ-wCZPLBHjOeMxgKTPmuL-1N&sz=w200-h200')",Misc. rings,Accessories (belts etc.),5 - Arm accessories,Gold,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1mPCi8hCHVIbx4mcdp4PN9dot9zYXH8Mg&sz=w200-h200')",baby doll,animals,32 - Misc. props,,,1,,InterNEST,0
